"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)","Address","ddress","lat","long"
"1983",5," Nádor utca 19.",60,3,NA,252980,"renovated",NA,NA,2,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,NA,NA," Nádor utca 19.,5"," Nádor utca 19., 5",47.5018878,19.0492576
"1984",7," Dob utca",78,3,NA,307190,"renovated",NA,NA,1,NA,"No",NA,"Yes",NA,NA,NA,"nincs","street",NA,NA,NA,NA,NA,NA,NA,NA," Dob utca,7"," Dob utca, 7",47.4970951,19.0601143
"1985",5," Váci utca",91,2,NA,343330,"good","high",NA,2,4,"Yes","3 or more",NA,"Yes",NA,NA,"nincs","street","No","Yes","No","No",NA,NA,NA,NA," Váci utca,5"," Váci utca, 5",47.4953826,19.0514253
"1986",14," Alsórákos",53,2,NA,190000,"like new","high",NA,1,3,"No","less than 3","Yes","Yes",NA,"immediately","nincs","yard",NA,"Yes",NA,NA,"included","2019","12",NA," Alsórákos,14"," Alsórákos, 14",47.5251778,19.1282801
"1987",5," Falk Miksa utca",123,3,NA,542100,"renovated","very high",NA,3,5,"Yes","3 or more",NA,"Partially",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"street",NA,NA,NA," Falk Miksa utca,5"," Falk Miksa utca, 5",47.5092604,19.0481027
"1988",5," Arany János utca 33.",46,2,NA,198000,"renovated","high",NA,NA,3,NA,NA,NA,NA,30000,NA,"1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA," Arany János utca 33.,5"," Arany János utca 33., 5",47.50227425,19.0542123944179
"1989",6," Mozsár utca 9.",72,3,NA,187928,"renovated",NA,NA,3,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,NA,NA,NA," Mozsár utca 9.,6"," Mozsár utca 9., 6",47.5047421,19.0607485727684
"1990",11," Gellérthegy",158,5,NA,682000,"like new","very high",NA,2,3,"Yes",NA,"Yes","Partially",NA,NA,"1 év","panorama",NA,"Yes",NA,"No","included",NA,"20",NA," Gellérthegy,11"," Gellérthegy, 11",47.4845654,19.038769
"1991",6," Mozsár utca",79,3,NA,195000,"renovated",NA,NA,3,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,NA,NA,NA,NA," Mozsár utca,6"," Mozsár utca, 6",47.5045614,19.0599342
"1992",5," Molnár utca",50,1,NA,140000,"renovated",NA,NA,1,NA,"No",NA,"No","Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,NA,NA,NA,NA," Molnár utca,5"," Molnár utca, 5",47.4905784,19.0531774
"1993",9," Ecseri út",54,2,NA,110000,"renovated",NA,NA,4,NA,"No",NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,NA,NA," Ecseri út,9"," Ecseri út, 9",47.4708589,19.1107643
"1994",9," Haller utca 23-25B",30,1,NA,105000,"new",NA,NA,2,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","garden",NA,"Yes","No",NA,NA,NA,NA,NA," Haller utca 23-25B,9"," Haller utca 23-25B, 9",47.4784445,19.0879496
"1995",7," Wesselényi utca 72.",30,1,NA,90000,"renovated",NA,NA,2,NA,"No",NA,NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,NA,NA,NA," Wesselényi utca 72.,7"," Wesselényi utca 72., 7",47.5039136,19.0746206
"1996",9," Gyáli út 15.",55,2,NA,130000,"good",NA,NA,1,3,"No","less than 3",NA,"Yes",30000,"immediately","1 év","yard","No","Yes","Yes","No","included","1950 elott",NA,NA," Gyáli út 15.,9"," Gyáli út 15., 9",47.4683712,19.0996995599425
"1997",2," Rézmál",63,2,NA,525000,"like new",NA,NA,NA,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","garden","Yes","Yes",NA,NA,"included",NA,"32",NA," Rézmál,2"," Rézmál, 2",47.5169475,19.0200361629437
"1998",14," Róna utca",25,1,NA,95000,"renovated","high",NA,NA,4,NA,NA,NA,"Yes",10000,"immediately","1 év","garden","No","Yes","No","No","street",NA,NA,NA," Róna utca,14"," Róna utca, 14",47.5206133,19.1026205
"1999",5," Széchenyi utca",85,3,NA,180000,"good","high",NA,3,3,"No","3 or more","No","Yes",NA,"immediately",NA,"street","No","Yes",NA,NA,NA,NA,NA,NA," Széchenyi utca,5"," Széchenyi utca, 5",47.9988884,17.6011706
"2000",12," Alkotás utca",93,3,NA,180000,"renovated",NA,NA,1,NA,"No",NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,NA,NA," Alkotás utca,12"," Alkotás utca, 12",47.2405325,16.6353334897952
"2001",1," Attila út 4.",56,2,NA,451750,"like new","luxury",NA,5,NA,"Yes","less than 3","Yes","Yes",40000,NA,"1 év","panorama","No","Yes",NA,NA,"street","1950-1980 ","8",NA," Attila út 4.,1"," Attila út 4., 1",47.4972033,19.03334065
"2002",5," Honvéd utca",100,2,1,160000,"good",NA,NA,0.5,NA,NA,"3 or more","No","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA," Honvéd utca,5"," Honvéd utca, 5",47.5583854,18.9674120081312
"2003",2," Kuruclesi út",80,2,1,238000,"renovated","high",NA,NA,3,"No","3 or more",NA,"No",NA,"immediately","1 év","garden",NA,"Yes","Yes",NA,"street","1950-1980 ","5",NA," Kuruclesi út,2"," Kuruclesi út, 2",47.5228456,18.9800952
"2004",2," Tömörkény utca",125,3,NA,614380,"renovated","very high",NA,2,3,"No",NA,"Yes","Yes",NA,NA,"1 év","panorama",NA,"Yes","No","No","included",NA,"60",NA," Tömörkény utca,2"," Tömörkény utca, 2",47.5272014,19.0073721
"2005",5," Károly körút",68,3,NA,230000,"renovated","very high",NA,5,5,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,NA,NA,NA," Károly körút,5"," Károly körút, 5",47.4961694,19.0587545
"2006",11," Nagyszeben tér",28,1,NA,110000,"good","high",NA,5,10,"Yes",NA,NA,"Yes",25000,NA,"1 év","garden",NA,"Yes","Yes","Yes","street",NA,NA,NA," Nagyszeben tér,11"," Nagyszeben tér, 11",47.4654451,19.004314701258
"2007",3," Flóra utca",100,3,NA,349000,"like new","very high",NA,1,NA,"No","less than 3","Yes","Partially",20000,"immediately","1 év","panorama",NA,"Yes",NA,NA,"included",NA,"8",NA," Flóra utca,3"," Flóra utca, 3",47.44140975,18.90202185
"2008",12," Határor út",20,1,NA,105000,"good","high",NA,2,4,NA,"less than 3",NA,"Yes",25000,NA,"4 hónap","street",NA,"Yes","No","No","street",NA,NA,NA," Határor út,12"," Határor út, 12",47.50769005,19.0110508929895
"2009",1," Hunyadi János út",50,2,NA,165000,"renovated",NA,NA,1,4,"Yes",NA,"No","Yes",15000,"immediately",NA,"street",NA,"Yes","Yes",NA,"street",NA,NA,NA," Hunyadi János út,1"," Hunyadi János út, 1",47.4493503,19.0487411
"2010",5," Dorottya utca",62,2,NA,397540,"renovated","high",NA,4,NA,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"street","1950 elott",NA,NA," Dorottya utca,5"," Dorottya utca, 5",47.4985606,19.0483994
"2011",12," Levendula utca",105,3,NA,550000,"renovated","luxury",NA,1,2,"No","3 or more","Yes","Partially",NA,"immediately","1 év","panorama",NA,"Yes","Yes","No","street","1950 elott","10.5",NA," Levendula utca,12"," Levendula utca, 12",47.4941556,19.0106587545814
"2012",6," Bajcsy-Zsilinszky út",33,1,NA,99000,"renovated","high",NA,3,NA,"Yes","less than 3","No","Yes",25000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA," Bajcsy-Zsilinszky út,6"," Bajcsy-Zsilinszky út, 6",47.68356825,17.6287780194478
"2013",14," Gizella út",37,1,NA,1e+05,"renovated","high",NA,2,2,NA,NA,NA,"No",NA,"immediately","1 év","street",NA,"Yes","Yes",NA,"can rent",NA,NA,10000," Gizella út,14"," Gizella út, 14",47.5083007,19.1000943
"2014",5," Ferenciek tere",53,1,NA,1e+05,"good","high",NA,1,5,"Yes","3 or more","No","No",15000,"immediately","1 év","street","No","No","No","No","street","1950 elott",NA,NA," Ferenciek tere,5"," Ferenciek tere, 5",48.14406175,17.1087471209212
"2015",9," Lónyay utca",94,3,NA,3e+05,"renovated","very high",NA,3,5,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"street","1950-1980 ","2",NA," Lónyay utca,9"," Lónyay utca, 9",47.48721295,19.0610743316421
"2016",7," Akácfa utca",30,1,1,125000,"renovated","high","AA++",2,4,"Yes","3 or more","No","Yes",25000,"immediately","1 év","street","No","Yes","No","No","street","2021",NA,NA," Akácfa utca,7"," Akácfa utca, 7",47.963756,22.3075265
"2017",14," Cserto utca",46,2,NA,120000,"good","high",NA,4,10,"Yes","less than 3","No","Yes",15000,"immediately","1 év","street","No","Yes","No","No","street","1981-2000 ",NA,NA," Cserto utca,14"," Cserto utca, 14",47.51433245,19.1448184962208
"2018",13," Úszódaru utca",51,2,NA,220000,NA,NA,NA,6,9,"Yes",NA,NA,"By arrangement",NA,"immediately","nincs","panorama",NA,"Yes",NA,NA,"can rent",NA,"12",20000," Úszódaru utca,13"," Úszódaru utca, 13",47.5469607,19.0656618
"2019",7," Wesselényi utca",90,3,NA,350000,"renovated","very high",NA,1,4,"Yes","3 or more","Yes","Yes",NA,"immediately","nincs","street",NA,"Yes",NA,NA,"street","1950 elott",NA,NA," Wesselényi utca,7"," Wesselényi utca, 7",47.5473479,19.1185745
"2020",14," Kerepesi út",49,2,NA,105000,"renovated","high",NA,4,10,"Yes",NA,NA,"Yes",30000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,"4",NA," Kerepesi út,14"," Kerepesi út, 14",47.500207,19.108249
"2021",8," Corvin sétány",51,2,NA,195000,"new","high",NA,NA,8,NA,"less than 3","Yes","Yes",NA,"immediately","1 év","street",NA,"Yes",NA,NA,"street","2021","7",NA," Corvin sétány,8"," Corvin sétány, 8",47.48634975,19.0781144498265
"2022",14," Gizella út",36,1,NA,1e+05,"renovated","high",NA,2,2,"No",NA,NA,"Partially",NA,NA,"1 év","yard",NA,"Yes",NA,NA,"can rent","1950-1980 ","6",10000," Gizella út,14"," Gizella út, 14",47.5083007,19.1000943
"2023",2," Mecset utca",92,3,1,575000,"renovated","high",NA,2,4,"Yes","less than 3",NA,"Yes",NA,NA,"1 év","panorama","No","Yes",NA,NA,"included","1950-1980 ","8",NA," Mecset utca,2"," Mecset utca, 2",47.5138382,19.0345993
"2024",6," Zichy Jeno utca",73,2,NA,140000,"good","high",NA,2,4,"Yes",NA,"No","Yes",10000,"immediately",NA,"street","No","Yes","No",NA,"street",NA,NA,NA," Zichy Jeno utca,6"," Zichy Jeno utca, 6",47.5037958,19.0562223
"2025",12," Margaréta utca",28,1,NA,130000,"renovated","average",NA,3,3,"No","3 or more",NA,"Yes",NA,NA,"1 év","street","No","Yes",NA,NA,"street","1950-1980 ","2",NA," Margaréta utca,12"," Margaréta utca, 12",47.2213651,16.61318725
"2026",14," Róna utca 9.",40,1,1,115000,"good","high","AA",5,5,"Yes","less than 3","No","No",30000,"immediately","1 év","street","No","Yes","No","No","included","1950-1980 ",NA,NA," Róna utca 9.,14"," Róna utca 9., 14",47.5032517,19.1248458
"2027",10," Tavas utca",34,1,1,1e+05,"good","high",NA,8,10,"Yes","less than 3","No","Yes",NA,NA,"nincs",NA,NA,"Yes",NA,NA,"street",NA,NA,NA," Tavas utca,10"," Tavas utca, 10",47.4679624,19.1636363
"2028",2," Árpád fejedelem útja",71,1,1,135000,"renovated","high",NA,1,5,"Yes","3 or more",NA,"No",NA,"immediately","1 év","street","No","Yes","Yes","No","street",NA,"3",NA," Árpád fejedelem útja,2"," Árpád fejedelem útja, 2",47.642825,19.0307545107249
"2029",5," Váci utca",42,2,NA,140000,"renovated","high",NA,1,4,"Yes","less than 3","Yes","Yes",18000,"immediately","1 év","yard",NA,NA,NA,"No",NA,NA,NA,NA," Váci utca,5"," Váci utca, 5",47.4953826,19.0514253
"2030",9," Lónyay utca",30,1,NA,110000,"good","high",NA,2,4,"Yes",NA,"No","Yes",10000,"immediately","nincs","street","No","Yes","No",NA,"street",NA,"4",NA," Lónyay utca,9"," Lónyay utca, 9",47.48721295,19.0610743316421
"2031",8," Múzeum körút",35,2,1,2e+05,"good","high",NA,2,NA,"No","3 or more","Yes","Yes",NA,"immediately","6 hónap","yard",NA,"Yes","No","No","street","1950 elott",NA,NA," Múzeum körút,8"," Múzeum körút, 8",47.4934799,19.0618993305887
"2032",5," Markó utca",63,2,NA,170000,"renovated","high",NA,1,4,"Yes",NA,NA,"Yes",15000,"immediately",NA,"street",NA,"Yes","No",NA,"street",NA,NA,NA," Markó utca,5"," Markó utca, 5",47.5100786,19.0461675
"2033",2," Budenz út",110,4,1,699000,"like new","very high",NA,1,3,"Yes",NA,NA,"Yes",NA,NA,"nincs",NA,NA,"Yes",NA,NA,"included",NA,"12",NA," Budenz út,2"," Budenz út, 2",47.51978915,18.99173995
"2034",3," Iglice utca",92,4,NA,340000,"like new","very high",NA,NA,2,NA,NA,"Yes","Partially",NA,NA,"nincs","panorama",NA,"Yes","Yes",NA,"included","2017","34",NA," Iglice utca,3"," Iglice utca, 3",47.3947822,18.9226531836009
"2035",8," Bérkocsis utca",28,1,NA,85000,"good","high",NA,2,3,"No","3 or more",NA,"No",NA,NA,"1 év","street","No","Yes",NA,NA,"street","1950 elott",NA,NA," Bérkocsis utca,8"," Bérkocsis utca, 8",47.4941133,19.0744534
"2036",6," Paulay Ede utca",140,4,NA,397540,"renovated","very high",NA,4,4,"No",NA,NA,"Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,"street",NA,NA,NA," Paulay Ede utca,6"," Paulay Ede utca, 6",47.49976405,19.0560239689628
"2037",13," Szent István park 3.",88,3,NA,2e+05,"good","very high",NA,3,NA,"Yes",NA,NA,"Yes",NA,NA,"1 év","street",NA,"Yes","No",NA,NA,NA,"3",NA," Szent István park 3.,13"," Szent István park 3., 13",47.5168097,19.0496461
"2038",2," Szikla utca",100,2,2,614380,"renovated",NA,NA,2,3,NA,NA,"Yes","By arrangement",NA,"immediately","1 év","yard",NA,NA,"No",NA,"included","1981-2000 ","4",NA," Szikla utca,2"," Szikla utca, 2",47.9590295,21.6898924
"2039",5," Fehér Hajó utca",67,3,NA,2e+05,"renovated",NA,NA,3,NA,"Yes",NA,"No","Yes",NA,"immediately","1 év","yard",NA,"Yes",NA,NA,NA,NA,NA,NA," Fehér Hajó utca,5"," Fehér Hajó utca, 5",47.4961005,19.0537706
"2040",7," Középso-Erzsébetváros",100,3,NA,505960,"like new","high",NA,NA,NA,"Yes","less than 3","Yes","Yes",NA,"immediately","1 év","street",NA,"Yes",NA,NA,NA,NA,"35",NA," Középso-Erzsébetváros,7"," Középso-Erzsébetváros, 7",47.47202425,19.0211784474771
"2041",5," Vadász utca",67,2,NA,289120,"new",NA,NA,3,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,"can rent",NA,NA,NA," Vadász utca,5"," Vadász utca, 5",48.0025366,21.7400494
"2042",6," Andrássy út",99,3,NA,469820,"renovated","high",NA,4,4,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes",NA,"No",NA,"1950 elott",NA,NA," Andrássy út,6"," Andrássy út, 6",47.5008285,19.056241
"2043",5," Hercegprímás utca",43,1,NA,180700,"renovated","high",NA,3,3,"No","3 or more",NA,"Yes",NA,"immediately","1 év","street","No","Yes",NA,"Yes",NA,"1950 elott",NA,NA," Hercegprímás utca,5"," Hercegprímás utca, 5",47.499902,19.0538095
"2044",8," József körút",22,1,NA,119000,"renovated","high",NA,1,NA,"Yes",NA,"Yes","Yes",21350,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA," József körút,8"," József körút, 8",47.4958707,19.0711935
"2045",8," József körút",32,1,NA,125000,"renovated","high",NA,3,NA,"Yes","3 or more","Yes","Yes",15000,"immediately","1 év","yard","No","Yes","No","No","street","1950 elott",NA,NA," József körút,8"," József körút, 8",47.4958707,19.0711935
"2046",5," Arany János utca",100,3,NA,234910,"renovated",NA,NA,2,NA,"No",NA,"No","Yes",NA,"immediately","1 év","street",NA,"Yes","No",NA,NA,NA,NA,NA," Arany János utca,5"," Arany János utca, 5",47.6085765,16.9436271571615
"2047",8," József körút",22,1,NA,126000,"renovated","high",NA,1,NA,"Yes",NA,"Yes","Yes",21350,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," József körút,8"," József körút, 8",47.4958707,19.0711935
"2048",13," Gömb utca",48,2,NA,2e+05,"new",NA,NA,2,NA,"Yes",NA,"Yes","By arrangement",NA,"immediately","1 év","yard",NA,"Yes","Yes",NA,NA,NA,NA,NA," Gömb utca,13"," Gömb utca, 13",47.5302971,19.0754789
"2049",6," Andrássy út 68.",47,2,NA,252980,"renovated",NA,NA,4,NA,"No",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,NA,NA,NA,NA," Andrássy út 68.,6"," Andrássy út 68., 6",47.5075617,19.0663743
"2050",5," József Attila utca",85,3,NA,325260,"renovated",NA,NA,1,NA,"No",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes",NA,"street",NA,NA,NA," József Attila utca,5"," József Attila utca, 5",47.5592989,19.51934225
"2051",5," Dorottya utca",78,2,NA,325260,"renovated",NA,NA,3,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No",NA,NA,NA,NA,NA," Dorottya utca,5"," Dorottya utca, 5",47.4985606,19.0483994
"2052",20," Alkotmány utca",65,2,NA,120000,"renovated","high","DD",NA,NA,NA,"3 or more",NA,"No",30000,"immediately","1 év","street","Yes","No","No","No","street","1950 elott","10",NA," Alkotmány utca,20"," Alkotmány utca, 20",47.3926486,21.7168773927017
"2053",20," Erzsébetfalva",52,2,NA,120000,"renovated","high","DD",NA,NA,NA,"3 or more","No","Partially",30000,"immediately","1 év","street","Yes","No","No","No","street","1950-1980 ","10",NA," Erzsébetfalva,20"," Erzsébetfalva, 20",47.4438809,19.1093939
"2054",7," Erzsébet körút",79,3,NA,361400,"renovated",NA,NA,1,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","street",NA,"Yes","Yes",NA,NA,NA,NA,NA," Erzsébet körút,7"," Erzsébet körút, 7",47.49815455,19.0708835288489
"2055",2," Margit körút",98,3,NA,250000,"renovated","very high",NA,4,6,"Yes","3 or more",NA,"No",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Margit körút,2"," Margit körút, 2",47.5144464,19.0381487
"2056",5," Nádor utca",122,3,NA,505960,"like new","very high",NA,1,4,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","3",NA," Nádor utca,5"," Nádor utca, 5",47.4989451,19.049915
"2057",13," Hegedus Gyula utca",51,2,1,195000,"renovated","high",NA,1,5,"Yes","3 or more","Yes","Partially",NA,"immediately","nincs","yard","No","Yes",NA,"No","street",NA,NA,NA," Hegedus Gyula utca,13"," Hegedus Gyula utca, 13",47.5169186,19.0556158
"2058",7," Klauzál tér",62,2,NA,120000,"renovated","high",NA,2,2,"No","less than 3",NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,"street","1950-1980 ",NA,NA," Klauzál tér,7"," Klauzál tér, 7",46.2518382,20.1480735
"2059",13," Marina sétány",84,2,1,480000,"like new","high",NA,3,9,"Yes","less than 3","Yes","Yes",70000,"not immediately","nincs","panorama","No","Yes","No",NA,"must rent","2011","16",30000," Marina sétány,13"," Marina sétány, 13",47.5462803,19.0638878
"2060",11," Daróczi út",47,3,NA,150000,"good","high",NA,NA,3,"No","less than 3","No","No",NA,"immediately","1 év","garden","No","No","Yes",NA,"street","1950-1980 ",NA,NA," Daróczi út,11"," Daróczi út, 11",47.4771681,19.0305756299914
"2061",2," Tömörkény utca",125,3,NA,614380,"like new","luxury",NA,2,2,NA,NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"included","2011","85",NA," Tömörkény utca,2"," Tömörkény utca, 2",47.5272014,19.0073721
"2062",5," Zrínyi utca",79,2,NA,216840,"renovated","high",NA,3,NA,"Yes",NA,NA,"Yes",NA,"immediately","nincs","street",NA,"Yes","No","No","street","1950 elott",NA,NA," Zrínyi utca,5"," Zrínyi utca, 5",46.05350945,18.285375574865
"2063",8," Múzeum körút",32,1,2,2e+05,"renovated","high",NA,2,4,"No","3 or more",NA,"Yes",NA,"immediately","2 hónap","yard","No","Yes","No",NA,"street","1950 elott",NA,NA," Múzeum körút,8"," Múzeum körút, 8",47.4934799,19.0618993305887
"2064",8," Múzeum körút",35,1,2,2e+05,"renovated","high",NA,2,3,"No","3 or more",NA,"Yes",NA,"immediately","2 hónap","yard","No","Yes","No",NA,"street","1950 elott",NA,NA," Múzeum körút,8"," Múzeum körút, 8",47.4934799,19.0618993305887
"2065",6," Külso-Terézváros",55,2,NA,230000,"good","high",NA,5,8,"Yes","less than 3",NA,"No",NA,"immediately","1 év","garden","No","No","Yes",NA,"included","2001-2010 ","7",NA," Külso-Terézváros,6"," Külso-Terézváros, 6",47.4577147,19.0943789
"2066",3," Nagyszombat utca 1.",34,1,NA,125000,"like new","high",NA,1,NA,"Yes","less than 3","No","Yes",29000,"immediately","6 hónap","street","No","Yes","No","No","included",NA,NA,NA," Nagyszombat utca 1.,3"," Nagyszombat utca 1., 3",47.532247,19.0423747
"2067",14," Ond vezér útja",49,2,NA,120000,"good","high",NA,8,10,"Yes","less than 3",NA,"No",NA,"immediately","1 év","street","No","No","No","No","street",NA,NA,NA," Ond vezér útja,14"," Ond vezér útja, 14",47.5066364,19.1421498405669
"2068",5," Balassi Bálint utca",78,3,NA,361400,"renovated","very high",NA,2,6,"Yes",NA,NA,NA,NA,"immediately","2 év","panorama",NA,"Yes","No","No","street",NA,"4",NA," Balassi Bálint utca,5"," Balassi Bálint utca, 5",47.22626185,16.6218588779942
"2069",7," Dohány utca",120,3,NA,2e+05,"renovated","very high",NA,1,3,"No","3 or more","No","Yes",50000,"immediately","10 hónap","street",NA,"Yes","Yes","No","street","1950 elott",NA,NA," Dohány utca,7"," Dohány utca, 7",47.4953393,19.062168
"2070",7," Madách Imre tér 7.",100,4,NA,250000,"like new","very high",NA,4,NA,"Yes",NA,"Yes","Yes",NA,"immediately","nincs","panorama",NA,"Yes",NA,NA,NA,NA,"3",NA," Madách Imre tér 7.,7"," Madách Imre tér 7., 7",47.49725065,19.0569532257663
"2071",7," Rózsa utca",31,1,NA,115000,"renovated","high",NA,NA,3,"Yes",NA,NA,"Yes",15000,"immediately",NA,"street",NA,"Yes","Yes",NA,NA,NA,NA,NA," Rózsa utca,7"," Rózsa utca, 7",47.6437293,19.0263359
"2072",12," Greguss utca",77,2,1,210000,"renovated",NA,NA,3,NA,"Yes",NA,NA,NA,45000,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Greguss utca,12"," Greguss utca, 12",47.498969,19.0218217
